SalesDetailsKey,SalesHeaderKey,SalesOrderNumber,ProductKey,ProductSubcategoryKey,OrderQuantity,UnitPrice,ExtendedAmount,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount
22721,2946,SO49117,352,15,1,1242.8518,1242.8518,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22722,2946,SO49117,364,17,1,647.994,647.994,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22723,2946,SO49117,294,16,1,744.2727,744.2727,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22724,2946,SO49117,397,1,1,24.2945,24.2945,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22725,2946,SO49117,399,1,1,33.7745,33.7745,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22726,2946,SO49117,393,4,1,137.694,137.694,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22727,2946,SO49117,396,4,2,74.838,149.676,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22728,2946,SO49117,410,1,2,36.447,72.894,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22729,2946,SO49117,420,4,2,141.615,283.23,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22730,2946,SO49117,356,15,1,1242.8518,1242.8518,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22731,2946,SO49117,305,16,2,736.1455,1472.291,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22732,2946,SO49117,297,12,2,736.1455,1472.291,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22733,2946,SO49117,360,13,2,1229.4589,2458.9178,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22734,2946,SO49117,362,15,2,1229.4589,2458.9178,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22735,2946,SO49117,366,17,2,647.994,1295.988,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22736,2946,SO49117,365,17,3,647.994,1943.982,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22737,2946,SO49117,421,3,3,196.329,588.987,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22738,2946,SO49117,469,5,3,22.794,68.382,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22739,2946,SO49117,358,15,4,1229.4589,4917.8356,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22740,2946,SO49117,470,5,6,22.794,136.764,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22741,2946,SO49117,428,3,7,209.256,1464.792,7/31/2012,8/12/2012,7/8/2012,396,2,678.3,24520.05,23841.75
22742,3184,SO49118,389,14,4,600.2625,2401.05,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22743,3184,SO49118,343,17,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22744,3184,SO49118,335,17,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22745,3184,SO49118,331,14,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22746,3184,SO49118,333,17,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22747,3184,SO49118,273,3,1,202.332,202.332,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22748,3184,SO49118,435,3,1,324.4527,324.4527,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22749,3184,SO49118,433,3,1,324.4527,324.4527,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22750,3184,SO49118,417,3,2,324.4527,648.9054,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22751,3184,SO49118,254,3,2,183.9382,367.8764,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22752,3184,SO49118,375,17,2,1308.9375,2617.875,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22753,3184,SO49118,381,14,2,600.2625,1200.525,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22754,3184,SO49118,339,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22755,3184,SO49118,383,14,3,600.2625,1800.7875,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22756,3184,SO49118,369,14,3,1466.01,4398.03,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22757,3184,SO49118,230,7,3,28.8404,86.5212,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22758,3184,SO49118,462,5,3,14.1289,42.3867,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22759,3184,SO49118,461,6,3,53.994,161.982,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22760,3184,SO49118,459,6,3,53.994,161.982,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22761,3184,SO49118,216,18,3,20.1865,60.5595,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22762,3184,SO49118,221,18,3,20.1865,60.5595,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22763,3184,SO49118,213,18,4,20.1865,80.746,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22764,3184,SO49118,458,10,4,44.994,179.976,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22765,3184,SO49118,448,18,4,11.994,47.976,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22766,3184,SO49118,445,8,4,35.994,143.976,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22767,3184,SO49118,464,5,4,14.1289,56.5156,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22768,3184,SO49118,373,15,4,1308.9375,5235.75,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22769,3184,SO49118,236,7,5,28.8404,144.202,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22770,3184,SO49118,233,7,5,28.8404,144.202,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22771,3184,SO49118,271,3,5,202.332,1011.66,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22772,3184,SO49118,265,3,5,202.332,1011.66,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22773,3184,SO49118,447,18,5,15,75,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22774,3184,SO49118,224,10,5,5.1865,25.9325,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22775,3184,SO49118,453,8,5,35.994,179.97,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22776,3184,SO49118,460,6,5,53.994,269.97,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22777,3184,SO49118,456,10,5,44.994,224.97,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22778,3184,SO49118,368,14,6,1466.01,8796.06,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22779,3184,SO49118,327,15,6,469.794,2818.764,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22780,3184,SO49118,329,17,6,469.794,2818.764,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22781,3184,SO49118,286,3,7,183.9382,1287.5674,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22782,3184,SO49118,422,1,7,67.539,472.773,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22783,3184,SO49118,263,3,8,202.332,1618.656,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22784,3184,SO49118,325,17,9,469.794,4228.146,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22785,3184,SO49118,323,17,11,454.1342,4995.4762,7/31/2012,8/12/2012,7/8/2012,638,7,1516.72,54017.55,52500.83
22786,2781,SO49119,323,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,377,3,240.74,7986.5,7745.76
22787,2781,SO49119,329,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,377,3,240.74,7986.5,7745.76
22788,2781,SO49119,333,17,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,377,3,240.74,7986.5,7745.76
22789,2781,SO49119,343,17,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,377,3,240.74,7986.5,7745.76
22790,2781,SO49119,327,15,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,377,3,240.74,7986.5,7745.76
22791,2781,SO49119,325,17,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,377,3,240.74,7986.5,7745.76
22792,1213,SO49120,470,5,2,22.794,45.588,7/31/2012,8/12/2012,7/8/2012,335,6,3.48,68.38,64.9
22793,1213,SO49120,469,5,1,22.794,22.794,7/31/2012,8/12/2012,7/8/2012,335,6,3.48,68.38,64.9
22794,2248,SO49121,468,5,1,22.794,22.794,7/31/2012,8/12/2012,7/8/2012,513,5,51.9,1320.63,1268.73
22795,2248,SO49121,470,5,2,22.794,45.588,7/31/2012,8/12/2012,7/8/2012,513,5,51.9,1320.63,1268.73
22796,2248,SO49121,358,15,1,1229.4589,1229.4589,7/31/2012,8/12/2012,7/8/2012,513,5,51.9,1320.63,1268.73
22797,2248,SO49121,469,5,1,22.794,22.794,7/31/2012,8/12/2012,7/8/2012,513,5,51.9,1320.63,1268.73
22798,2434,SO49122,343,17,5,469.794,2348.97,7/31/2012,8/12/2012,7/8/2012,531,5,439.96,12684.44,12244.48
22799,2434,SO49122,325,17,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,531,5,439.96,12684.44,12244.48
22800,2434,SO49122,323,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,531,5,439.96,12684.44,12244.48
22801,2434,SO49122,329,17,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,531,5,439.96,12684.44,12244.48
22802,2434,SO49122,333,17,7,469.794,3288.558,7/31/2012,8/12/2012,7/8/2012,531,5,439.96,12684.44,12244.48
22803,2434,SO49122,327,15,6,469.794,2818.764,7/31/2012,8/12/2012,7/8/2012,531,5,439.96,12684.44,12244.48
22804,2986,SO49123,387,14,3,600.2625,1800.7875,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22805,2986,SO49123,233,7,3,28.8404,86.5212,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22806,2986,SO49123,458,10,3,44.994,134.982,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22807,2986,SO49123,368,14,4,1466.01,5864.04,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22808,2986,SO49123,369,14,4,1466.01,5864.04,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22809,2986,SO49123,337,14,5,469.794,2348.97,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22810,2986,SO49123,339,17,5,469.794,2348.97,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22811,2986,SO49123,383,14,5,600.2625,3001.3125,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22812,2986,SO49123,456,10,6,44.994,269.964,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22813,2986,SO49123,323,17,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22814,2986,SO49123,370,17,1,1466.01,1466.01,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22815,2986,SO49123,371,17,1,1308.9375,1308.9375,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22816,2986,SO49123,343,17,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22817,2986,SO49123,331,14,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22818,2986,SO49123,224,10,2,5.1865,10.373,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22819,2986,SO49123,422,1,2,67.539,135.078,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22820,2986,SO49123,221,18,2,20.1865,40.373,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22821,2986,SO49123,375,17,2,1308.9375,2617.875,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22822,2986,SO49123,385,14,2,600.2625,1200.525,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22823,2986,SO49123,389,14,2,600.2625,1200.525,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22824,2986,SO49123,333,17,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22825,2986,SO49123,321,14,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22826,2986,SO49123,327,15,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22827,2986,SO49123,341,14,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22828,2986,SO49123,335,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22829,2986,SO49123,373,15,3,1308.9375,3926.8125,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22830,2986,SO49123,379,17,3,1308.9375,3926.8125,7/31/2012,8/12/2012,7/8/2012,558,2,1574.72,44130.02,42555.3
22831,2283,SO49124,354,15,1,1242.8518,1242.8518,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22832,2283,SO49124,365,17,1,647.994,647.994,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22833,2283,SO49124,399,1,2,33.7745,67.549,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22834,2283,SO49124,420,4,2,141.615,283.23,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22835,2283,SO49124,409,3,2,209.256,418.512,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22836,2283,SO49124,352,15,2,1242.8518,2485.7036,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22837,2283,SO49124,367,17,2,647.994,1295.988,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22838,2283,SO49124,428,3,3,209.256,627.768,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22839,2283,SO49124,421,3,3,196.329,588.987,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22840,2283,SO49124,360,13,4,1229.4589,4917.8356,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22841,2283,SO49124,362,15,5,1229.4589,6147.2945,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22842,2283,SO49124,470,5,5,22.794,113.97,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22843,2283,SO49124,364,17,6,647.994,3887.964,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22844,2283,SO49124,356,15,6,1242.8518,7457.1108,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22845,2283,SO49124,358,15,7,1229.4589,8606.2123,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22846,2283,SO49124,469,5,9,22.794,205.146,7/31/2012,8/12/2012,7/8/2012,476,5,1208.04,38994.12,37786.08
22847,391,SO49125,358,15,2,1229.4589,2458.9178,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22848,391,SO49125,352,15,1,1242.8518,1242.8518,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22849,391,SO49125,360,13,1,1229.4589,1229.4589,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22850,391,SO49125,365,17,1,647.994,647.994,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22851,391,SO49125,305,16,1,736.1455,736.1455,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22852,391,SO49125,397,1,1,24.2945,24.2945,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22853,391,SO49125,462,5,1,14.1289,14.1289,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22854,391,SO49125,461,6,1,53.994,53.994,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22855,391,SO49125,396,4,2,74.838,149.676,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22856,391,SO49125,393,4,2,137.694,275.388,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22857,391,SO49125,470,5,2,22.794,45.588,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22858,391,SO49125,399,1,2,33.7745,67.549,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22859,391,SO49125,421,3,2,196.329,392.658,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22860,391,SO49125,409,3,2,209.256,418.512,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22861,391,SO49125,362,15,2,1229.4589,2458.9178,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22862,391,SO49125,354,15,1,1242.8518,1242.8518,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22863,391,SO49125,356,15,2,1242.8518,2485.7036,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22864,391,SO49125,366,17,3,647.994,1943.982,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22865,391,SO49125,297,12,3,736.1455,2208.4365,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22866,391,SO49125,308,16,3,744.2727,2232.8181,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22867,391,SO49125,420,4,3,141.615,424.845,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22868,391,SO49125,469,5,3,22.794,68.382,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22869,391,SO49125,427,3,4,209.256,837.024,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22870,391,SO49125,367,17,4,647.994,2591.976,7/31/2012,8/12/2012,7/8/2012,435,4,732.08,24252.09,23520.01
22871,3329,SO49126,323,17,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,301,7,281.56,10805.26,10523.7
22872,3329,SO49126,333,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,301,7,281.56,10805.26,10523.7
22873,3329,SO49126,329,17,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,301,7,281.56,10805.26,10523.7
22874,3329,SO49126,343,17,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,301,7,281.56,10805.26,10523.7
22875,3329,SO49126,327,15,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,301,7,281.56,10805.26,10523.7
22876,3329,SO49126,325,17,6,469.794,2818.764,7/31/2012,8/12/2012,7/8/2012,301,7,281.56,10805.26,10523.7
22877,263,SO49127,422,1,3,67.539,202.617,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22878,263,SO49127,368,14,1,1466.01,1466.01,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22879,263,SO49127,375,17,1,1308.9375,1308.9375,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22880,263,SO49127,453,8,1,35.994,35.994,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22881,263,SO49127,216,18,1,20.1865,20.1865,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22882,263,SO49127,458,10,2,44.994,89.988,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22883,263,SO49127,224,10,2,5.1865,10.373,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22884,263,SO49127,460,6,2,53.994,107.988,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22885,263,SO49127,221,18,2,20.1865,40.373,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22886,263,SO49127,433,3,2,324.4527,648.9054,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22887,263,SO49127,373,15,2,1308.9375,2617.875,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22888,263,SO49127,333,17,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22889,263,SO49127,327,15,2,469.794,939.588,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22890,263,SO49127,329,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22891,263,SO49127,377,17,3,1308.9375,3926.8125,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22892,263,SO49127,379,17,3,1308.9375,3926.8125,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22893,263,SO49127,383,14,3,600.2625,1800.7875,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22894,263,SO49127,456,10,4,44.994,179.976,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22895,263,SO49127,381,14,4,600.2625,2401.05,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22896,263,SO49127,343,17,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22897,263,SO49127,331,14,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22898,263,SO49127,321,14,4,469.794,1879.176,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22899,263,SO49127,335,17,5,469.794,2348.97,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22900,263,SO49127,339,17,5,469.794,2348.97,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22901,263,SO49127,337,14,5,469.794,2348.97,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22902,263,SO49127,385,14,5,600.2625,3001.3125,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22903,263,SO49127,370,17,5,1466.01,7330.05,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22904,263,SO49127,233,7,5,28.8404,144.202,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22905,263,SO49127,323,17,7,469.794,3288.558,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22906,263,SO49127,389,14,7,600.2625,4201.8375,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22907,263,SO49127,371,17,7,1308.9375,9162.5625,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22908,263,SO49127,387,14,8,600.2625,4802.1,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22909,263,SO49127,341,14,8,469.794,3758.352,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22910,263,SO49127,325,17,8,469.794,3758.352,7/31/2012,8/12/2012,7/8/2012,436,4,1888,74205.01,72317.01
22911,2785,SO49128,323,17,3,469.794,1409.382,7/31/2012,8/12/2012,7/8/2012,198,3,90.6,1879.18,1788.58
22912,2785,SO49128,327,15,1,469.794,469.794,7/31/2012,8/12/2012,7/8/2012,198,3,90.6,1879.18,1788.58
22913,3191,SO49129,365,17,1,647.994,647.994,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22914,3191,SO49129,366,17,1,647.994,647.994,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22915,3191,SO49129,409,3,1,209.256,209.256,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22916,3191,SO49129,421,3,1,196.329,196.329,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22917,3191,SO49129,396,4,1,74.838,74.838,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22918,3191,SO49129,453,8,1,35.994,35.994,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22919,3191,SO49129,216,18,1,20.1865,20.1865,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22920,3191,SO49129,393,4,2,137.694,275.388,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22921,3191,SO49129,469,5,2,22.794,45.588,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22922,3191,SO49129,399,1,2,33.7745,67.549,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22923,3191,SO49129,397,1,2,24.2945,48.589,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22924,3191,SO49129,410,1,2,36.447,72.894,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22925,3191,SO49129,420,4,2,141.615,283.23,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22926,3191,SO49129,308,16,2,744.2727,1488.5454,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22927,3191,SO49129,305,16,2,736.1455,1472.291,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22928,3191,SO49129,356,15,2,1242.8518,2485.7036,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22929,3191,SO49129,364,17,3,647.994,1943.982,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22930,3191,SO49129,367,17,3,647.994,1943.982,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22931,3191,SO49129,362,15,3,1229.4589,3688.3767,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
22932,3191,SO49129,297,12,3,736.1455,2208.4365,7/31/2012,8/12/2012,7/8/2012,175,7,1163.36,43071.79,41908.43
